date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:00:38	46743/46743	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:19%20GMT	http://themepixels.me/bracketplus/1.4/app/template/map-google.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/map-google.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:38	49030/49030	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:20%20GMT	http://themepixels.me/bracketplus/1.4/app/template/map-leaflet.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/map-leaflet.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:39	48078/48078	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:20%20GMT	http://themepixels.me/bracketplus/1.4/app/template/map-vector.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/map-vector.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:39	61377/61377	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:42%20GMT	http://themepixels.me/bracketplus/1.4/app/template/skin-select2.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/skin-select2.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:40	56117/56117	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:42%20GMT	http://themepixels.me/bracketplus/1.4/app/template/skin-rangeslider.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/skin-rangeslider.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:40	50655/50655	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:41%20GMT	http://themepixels.me/bracketplus/1.4/app/template/skin-input-form.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/skin-input-form.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:41	50205/50205	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:40%20GMT	http://themepixels.me/bracketplus/1.4/app/template/skin-file-browser.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/skin-file-browser.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:41	47228/47228	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:39%20GMT	http://themepixels.me/bracketplus/1.4/app/template/skin-datepicker.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/skin-datepicker.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:41	45162/45162	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:44%20GMT	http://themepixels.me/bracketplus/1.4/app/template/skin-template.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/skin-template.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:42	55570/55570	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:14:53%20GMT	http://themepixels.me/bracketplus/1.4/app/template/background.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/background.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:42	55934/55934	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:14:54%20GMT	http://themepixels.me/bracketplus/1.4/app/template/border.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/border.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:43	49414/49414	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:13%20GMT	http://themepixels.me/bracketplus/1.4/app/template/height.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/height.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:43	49115/49115	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:21%20GMT	http://themepixels.me/bracketplus/1.4/app/template/margin.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/margin.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:45	48771/48771	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:26%20GMT	http://themepixels.me/bracketplus/1.4/app/template/padding.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/padding.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:45	50382/50382	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:34%20GMT	http://themepixels.me/bracketplus/1.4/app/template/position.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/position.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:46	52869/52869	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:47%20GMT	http://themepixels.me/bracketplus/1.4/app/template/typography-util.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/typography-util.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:46	49392/49392	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:48%20GMT	http://themepixels.me/bracketplus/1.4/app/template/width.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/width.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:46	47955/47955	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:31%20GMT	http://themepixels.me/bracketplus/1.4/app/template/pages.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/pages.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:47	45066/45066	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:16%20GMT	http://themepixels.me/bracketplus/1.4/app/template/layouts.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/layouts.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:47	64781/64781	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20Dec%202018%2012:15:39%20GMT	http://themepixels.me/bracketplus/1.4/app/template/sitemap.html	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/template/sitemap.html	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:48	21183/21183	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Dec%202018%2013:49:16%20GMT	http://themepixels.me/bracketplus/1.4/app/img/img3.jpg	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/img/img3.jpg	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:51	32013/32013	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Dec%202018%2013:49:26%20GMT	http://themepixels.me/bracketplus/1.4/app/img/img4.jpg	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/img/img4.jpg	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:52	21638/21638	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Dec%202018%2013:49:44%20GMT	http://themepixels.me/bracketplus/1.4/app/img/img7.jpg	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/img/img7.jpg	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:52	22122/22122	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Dec%202018%2013:49:39%20GMT	http://themepixels.me/bracketplus/1.4/app/img/img5.jpg	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/img/img5.jpg	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:55	18655/18655	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Dec%202018%2013:49:45%20GMT	http://themepixels.me/bracketplus/1.4/app/img/img9.jpg	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/img/img9.jpg	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:55	34773/34773	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Dec%202018%2013:49:44%20GMT	http://themepixels.me/bracketplus/1.4/app/img/img8.jpg	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/img/img8.jpg	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:57	11945/11945	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Dec%202018%2013:49:05%20GMT	http://themepixels.me/bracketplus/1.4/app/img/img2.jpg	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/img/img2.jpg	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:59	16765/16765	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Dec%202018%2013:49:43%20GMT	http://themepixels.me/bracketplus/1.4/app/img/img6.jpg	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/img/img6.jpg	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:00:59	44901/44901	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Dec%202018%2013:48:55%20GMT	http://themepixels.me/bracketplus/1.4/app/img/img1.jpg	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/img/img1.jpg	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:01:00	56526/56526	---M--	200	added ('OK')	image/jpeg	date:Mon,%2010%20Dec%202018%2013:48:56%20GMT	http://themepixels.me/bracketplus/1.4/app/img/img10.jpg	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/img/img10.jpg	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:01:04	18291/18291	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Dec%202018%2000:44:54%20GMT	http://themepixels.me/bracketplus/1.4/app/lib/perfect-scrollbar/perfect-scrollbar.min.js	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/lib/perfect-scrollbar/perfect-scrollbar.min.js	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:01:11	70966/70966	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Dec%202018%2000:45:19%20GMT	http://themepixels.me/bracketplus/1.4/app/lib/bootstrap/js/bootstrap.bundle.min.js	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/lib/bootstrap/js/bootstrap.bundle.min.js	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:01:11	86927/86927	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Dec%202018%2000:44:09%20GMT	http://themepixels.me/bracketplus/1.4/app/lib/jquery/jquery.min.js	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/lib/jquery/jquery.min.js	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:01:11	80792/80792	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Dec%202018%2001:03:59%20GMT	http://themepixels.me/bracketplus/1.4/app/lib/jquery-ui/ui/widgets/datepicker.js	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/lib/jquery-ui/ui/widgets/datepicker.js	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:01:11	51679/51679	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Dec%202018%2000:49:34%20GMT	http://themepixels.me/bracketplus/1.4/app/lib/moment/min/moment.min.js	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/lib/moment/min/moment.min.js	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:01:12	3715/3715	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Dec%202018%2000:44:51%20GMT	http://themepixels.me/bracketplus/1.4/app/lib/peity/jquery.peity.min.js	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/lib/peity/jquery.peity.min.js	(from http://themepixels.me/bracketplus/1.4/app/template/)
15:01:15	17514/17514	---M--	200	added ('OK')	application/javascript	date:Wed,%2012%20Dec%202018%2000:50:27%20GMT	http://themepixels.me/bracketplus/1.4/app/lib/rickshaw/vendor/d3.layout.min.js	B:/Template/Ecommerce5/themepixels.me/bracketplus/1.4/app/lib/rickshaw/vendor/d3.layout.min.js	(from http://themepixels.me/bracketplus/1.4/app/template/)
